"site","lat","long","year","week","mo","yday","PG_count","v","temp","mins"
"Swantown",48.299,-122.725,2013,31,8,213,11,-0.82,0.55,1.31
"Swantown",48.299,-122.725,2011,32,8,222,5,-0.33,-0.87,1.49
"Swantown",48.299,-122.725,2011,34,8,236,14,-0.76,0.97,1.33
"Swantown",48.299,-122.725,2018,34,8,233,14,-0.57,1.17,1.36
"Swantown",48.299,-122.725,2012,27,7,187,9,-0.51,-1.55,-1.12
"Swantown",48.299,-122.725,2010,29,7,202,15,-0.57,0.04,1.39
"Swantown",48.299,-122.725,2014,34,8,235.5,7.5,-0.76,0.89,0.18
"Swantown",48.299,-122.725,2017,35,8,240,22,-1.42,1.59,0.28
"Swantown",48.299,-122.725,2013,33,8,228,5,-0.94,0.05,1.14
"Swantown",48.299,-122.725,2010,27,7,189,9,-0.63,0.16,1.61
"Swantown",48.299,-122.725,2011,33,8,227,16,-1,-1.06,-0.98
"Swantown",48.299,-122.725,2014,32,8,221.5,9,-0.63,0.79,0.21
"Swantown",48.299,-122.725,2008,30,7,204,34,-1.42,-0.41,-0.64
"Swantown",48.299,-122.725,2017,34,8,234,9,-0.57,0.51,-1.18
"Swantown",48.299,-122.725,2018,29,7,201,32,-1.9,0.18,0.57
"Swantown",48.299,-122.725,2013,28,7,192,21,-1.24,0.01,-0.86
"Swantown",48.299,-122.725,2016,25,6,173,20,-0.7,-0.44,-1.24
"Swantown",48.299,-122.725,2011,31,8,214,30,-0.94,-1.1,-0.81
"Swantown",48.299,-122.725,2011,35,8,243,19,-0.7,-0.92,-0.75
"Swantown",48.299,-122.725,2009,29,7,198,25,-1.12,0.53,1.33
"Swantown",48.299,-122.725,2009,33,8,226,20,-1.18,-0.01,1.01
"Swantown",48.299,-122.725,2014,26,7,182,7,-1.36,-0.15,-0.73
"Swantown",48.299,-122.725,2011,27,7,189,28,-1.96,-1.39,0.35
"Swantown",48.299,-122.725,2012,26,6,180,31,-1.78,-1.94,0.82
"Swantown",48.299,-122.725,2013,27,7,183,6,-1.3,-0.2,1.16
"Swantown",48.299,-122.725,2010,28,7,195,21,-0.76,-0.25,-0.91
"Swantown",48.299,-122.725,2016,34,8,232,8,-0.7,1.06,-1.09
"Swantown",48.299,-122.725,2014,36,9,248,0,-0.63,0.46,1.23
"Swantown",48.299,-122.725,2016,33,8,225,3,-1.24,2.38,1.17
"Swantown",48.299,-122.725,2011,30,7,208,30,-0.57,-0.15,1.62
"Swantown",48.299,-122.725,2009,32,8,220,22,-1.18,-0.11,-0.91
"Swantown",48.299,-122.725,2017,28,7,191,30,-0.88,0.51,-1.19
"Swantown",48.299,-122.725,2016,24,6,168,20,-1.12,0.2,1.52
"Swantown",48.299,-122.725,2018,31,7,211,32,-1.12,0.75,-0.94
"Swantown",48.299,-122.725,2011,29,7,200,20,-1.48,-1.58,-0.62
"Swantown",48.299,-122.725,2012,32,8,222,18,-1.6,-0.58,0.57
"Swantown",48.299,-122.725,2014,28,7,193.5,13.5,-0.66,0.18,0.44
"Swantown",48.299,-122.725,2015,23,6,160,6,-1.84,-0.46,0.04
"Swantown",48.299,-122.725,2016,31,8,215,31,-0.51,0.76,-1.43
"Swantown",48.299,-122.725,2018,27,7,188,23,-2.08,0.5,0.68
"Swantown",48.299,-122.725,2015,31,7,212,12,-0.45,2.12,-1.38
"Swantown",48.299,-122.725,2017,33,8,229,5,-0.88,0.72,1.19
"Swantown",48.299,-122.725,2017,26,6,177,19,-0.45,-0.45,-0.99
"Swantown",48.299,-122.725,2009,28,7,191,26,-1.18,-1.24,-0.94
"Swantown",48.299,-122.725,2017,24,6,163,26,-1,-0.93,-0.99
"Swantown",48.299,-122.725,2018,30,7,208,27,-0.82,1.13,-1.42
"Swantown",48.299,-122.725,2010,26,7,182,27,-1.6,-1.5,-0.58
"Swantown",48.299,-122.725,2015,31,8,215,11,-0.88,0.95,-0.73
"Swantown",48.299,-122.725,2013,29,7,200,0,-0.82,0.87,1.42
"Swantown",48.299,-122.725,2017,29,7,202,24,-0.39,0,1.62
"Swantown",48.299,-122.725,2012,30,7,209,21,-1.48,-0.68,0.88
"Swantown",48.299,-122.725,2012,29,7,201,19,-0.76,-1.06,-1.34
"Swantown",48.299,-122.725,2017,25,6,173,16,-0.45,-0.41,1.65
"Swantown",48.299,-122.725,2012,28,7,194,12,-1.54,-0.15,1.07
"Swantown",48.299,-122.725,2015,27,7,183,8,-0.51,1.23,-1.36
"Swantown",48.299,-122.725,2015,34,8,236,1,-1.12,2.13,1.11
"Swantown",48.299,-122.725,2015,37,9,255.3333333,6,-0.78,0.91,-0.2
"Swantown",48.299,-122.725,2009,34,8,233,12,-0.57,-0.36,-1.12
"Swantown",48.299,-122.725,2015,35,9,244,10,-0.63,0.95,-0.69
"Swantown",48.299,-122.725,2008,32,8,218,39,-1.36,-1.28,-0.52
"Swantown",48.299,-122.725,2016,27,7,185.5,18.5,-0.73,0.06,0.19
"Swantown",48.299,-122.725,2008,28,7,190,30,-1.78,-1.75,-0.28
"Swantown",48.299,-122.725,2015,26,6,177,14,-1.78,1.35,1.15
"Swantown",48.299,-122.725,2013,32,8,220,22,-1,-0.15,-1.03
